interaction_id,car_id,customer_id,brand,transmission,interaction_type,interaction_channel,interaction_date,rating,sentiment,time_spent_minutes,issue_resolved,follow_up_required
INT0000212,CAR062714,CUST024159,Toyota,Automatic,Test Drive,Showroom,03-07-2024,1,Very Positive,83,TRUE,FALSE
INT0000213,CAR044991,CUST013220,Honda,Manual,Test Drive,Mobile App,22-07-2024,4,Positive,216,FALSE,TRUE
INT0000214,CAR081768,CUST039468,Mahindra,Automatic,Service Visit,Showroom,12-10-2021,4,Very Positive,167,FALSE,FALSE
INT0000215,CAR075161,CUST043554,Audi,Manual,Purchase Inquiry,Call Center,23-08-2023,5,Very Negative,176,TRUE,FALSE
INT0000216,CAR032314,CUST004755,BMW,Manual,Service Visit,Call Center,01-03-2020,2,Neutral,127,TRUE,FALSE
INT0000217,CAR011377,CUST041810,Tata,Automatic,Test Drive,Showroom,06-10-2023,4,Neutral,184,TRUE,FALSE
INT0000218,CAR037595,CUST031256,Tata,Manual,App Login,Mobile App,21-09-2023,5,Very Negative,173,FALSE,FALSE
INT0000219,CAR042434,CUST002149,Hyundai,Automatic,App Login,Web,25-03-2025,4,Negative,113,TRUE,FALSE
INT0000220,CAR011183,CUST054589,Honda,Manual,Feedback Submission,Mobile App,17-08-2020,3,Very Positive,191,FALSE,TRUE
INT0000221,CAR092801,CUST060508,Toyota,Automatic,Test Drive,Call Center,18-08-2025,2,Neutral,50,FALSE,TRUE
INT0000222,CAR093125,CUST015766,BMW,Automatic,Purchase Inquiry,Web,05-02-2021,1,Neutral,67,TRUE,FALSE
INT0000223,CAR023590,CUST017231,Mahindra,Manual,Service Visit,Web,21-10-2019,2,Very Positive,171,TRUE,TRUE
INT0000224,CAR049883,CUST034350,BMW,Automatic,Service Visit,Showroom,29-09-2018,4,Neutral,66,FALSE,TRUE
INT0000225,CAR084495,CUST030250,BMW,Automatic,Service Visit,Web,13-12-2025,4,Very Negative,185,FALSE,TRUE
INT0000226,CAR015925,CUST059462,Toyota,Manual,App Login,Call Center,16-11-2023,5,Very Negative,185,FALSE,TRUE
INT0000227,CAR008821,CUST033846,BMW,Automatic,Customer Support Call,Showroom,19-01-2023,1,Negative,170,TRUE,TRUE
INT0000228,CAR022157,CUST004654,BMW,Automatic,App Login,Web,08-09-2023,5,Positive,181,TRUE,FALSE
INT0000229,CAR096944,CUST029138,Audi,Automatic,Customer Support Call,Mobile App,19-12-2024,1,Very Positive,119,TRUE,TRUE
INT0000230,CAR009857,CUST055471,BMW,Manual,Test Drive,Call Center,16-10-2024,1,Negative,121,TRUE,TRUE
INT0000231,CAR027033,CUST012614,Tata,Manual,App Login,Mobile App,13-07-2021,5,Very Positive,116,FALSE,TRUE
INT0000232,CAR076359,CUST041340,Tata,Manual,Customer Support Call,Web,20-11-2024,2,Neutral,35,TRUE,FALSE
INT0000233,CAR036644,CUST026013,BMW,Manual,Service Visit,Call Center,04-05-2023,5,Neutral,25,FALSE,TRUE
INT0000234,CAR029522,CUST002408,Toyota,Manual,Insurance Renewal,Showroom,12-07-2021,2,Very Negative,174,TRUE,TRUE
INT0000235,CAR068573,CUST019243,Hyundai,Manual,App Login,Call Center,09-07-2023,5,Very Positive,86,TRUE,FALSE
INT0000236,CAR020615,CUST052455,Audi,Manual,Test Drive,Mobile App,16-12-2024,5,Negative,191,TRUE,FALSE
INT0000237,CAR091445,CUST069030,Tata,Manual,Purchase Inquiry,Mobile App,14-07-2018,2,Neutral,126,FALSE,TRUE
INT0000238,CAR041940,CUST060328,Audi,Automatic,Insurance Renewal,Web,30-09-2024,2,Negative,136,FALSE,FALSE
INT0000239,CAR095806,CUST025428,BMW,Automatic,Purchase Inquiry,Call Center,25-10-2022,1,Neutral,214,FALSE,FALSE
INT0000240,CAR094985,CUST054784,Tata,Manual,Purchase Inquiry,Showroom,17-06-2019,3,Very Positive,52,TRUE,FALSE
INT0000241,CAR043804,CUST039945,Audi,Manual,Customer Support Call,Mobile App,27-05-2020,3,Neutral,62,TRUE,TRUE
INT0000242,CAR058739,CUST061418,Hyundai,Automatic,Feedback Submission,Call Center,21-01-2024,2,Very Negative,119,TRUE,FALSE
INT0000243,CAR095091,CUST031443,Honda,Automatic,Insurance Renewal,Showroom,07-07-2024,4,Very Negative,81,TRUE,FALSE
INT0000244,CAR062780,CUST027294,Toyota,Manual,Feedback Submission,Call Center,20-04-2019,3,Neutral,91,TRUE,FALSE
INT0000245,CAR001540,CUST039686,Toyota,Automatic,Purchase Inquiry,Showroom,04-07-2025,1,Very Positive,184,TRUE,TRUE
INT0000246,CAR047821,CUST004184,Tata,Manual,App Login,Mobile App,27-08-2023,4,Very Positive,165,TRUE,TRUE
INT0000247,CAR010162,CUST053890,Hyundai,Manual,App Login,Web,05-04-2024,2,Very Negative,201,TRUE,TRUE
INT0000248,CAR066777,CUST022954,Audi,Manual,Service Visit,Showroom,11-07-2019,5,Positive,12,TRUE,FALSE
INT0000249,CAR014564,CUST028991,Toyota,Automatic,Test Drive,Mobile App,03-07-2019,3,Positive,38,FALSE,TRUE
INT0000250,CAR042725,CUST003741,BMW,Manual,Service Visit,Web,03-12-2018,3,Neutral,78,TRUE,FALSE
INT0000251,CAR008786,CUST033749,Mahindra,Automatic,Customer Support Call,Web,12-11-2021,4,Positive,153,TRUE,FALSE
INT0000252,CAR022003,CUST029034,Tata,Manual,App Login,Call Center,25-06-2018,5,Very Negative,86,FALSE,TRUE
INT0000253,CAR015336,CUST034202,Toyota,Manual,Feedback Submission,Call Center,06-12-2023,3,Very Negative,233,FALSE,TRUE
INT0000254,CAR045860,CUST066358,BMW,Automatic,Feedback Submission,Mobile App,17-03-2019,5,Negative,214,FALSE,TRUE
INT0000255,CAR012080,CUST065063,Tata,Automatic,Insurance Renewal,Call Center,14-11-2018,3,Negative,196,FALSE,TRUE
INT0000256,CAR025695,CUST014838,Toyota,Automatic,Test Drive,Call Center,16-07-2018,2,Neutral,235,FALSE,FALSE
INT0000257,CAR044936,CUST061993,Tata,Manual,Test Drive,Showroom,22-01-2024,3,Positive,209,FALSE,TRUE
INT0000258,CAR031787,CUST030989,Audi,Manual,App Login,Call Center,08-11-2018,3,Neutral,9,FALSE,TRUE
INT0000259,CAR081490,CUST054599,Honda,Manual,Feedback Submission,Mobile App,07-09-2025,4,Negative,34,FALSE,FALSE
INT0000260,CAR012024,CUST002699,Tata,Manual,Customer Support Call,Mobile App,31-03-2022,2,Very Positive,160,TRUE,TRUE
INT0000261,CAR074133,CUST022220,Honda,Automatic,Purchase Inquiry,Mobile App,13-10-2024,5,Positive,141,TRUE,FALSE
INT0000262,CAR078604,CUST017575,Toyota,Manual,Purchase Inquiry,Call Center,31-01-2021,3,Very Negative,86,FALSE,FALSE
INT0000263,CAR054530,CUST059542,Tata,Automatic,App Login,Mobile App,22-06-2019,1,Very Negative,8,TRUE,FALSE
INT0000264,CAR012135,CUST068666,Tata,Automatic,Customer Support Call,Web,02-02-2026,2,Positive,2,TRUE,FALSE
INT0000265,CAR042657,CUST014002,Honda,Manual,Test Drive,Web,11-07-2018,4,Very Positive,140,TRUE,TRUE
INT0000266,CAR028673,CUST045293,Tata,Manual,Insurance Renewal,Showroom,07-06-2022,5,Negative,74,TRUE,FALSE
INT0000267,CAR060849,CUST019940,Toyota,Manual,Feedback Submission,Web,13-10-2021,4,Negative,106,TRUE,FALSE
INT0000268,CAR095041,CUST048111,Toyota,Automatic,Service Visit,Showroom,11-11-2025,4,Very Positive,201,FALSE,TRUE
INT0000269,CAR062293,CUST060231,Tata,Manual,Service Visit,Showroom,06-03-2023,4,Very Negative,100,FALSE,TRUE
INT0000270,CAR022399,CUST003040,Honda,Automatic,Insurance Renewal,Web,03-11-2025,1,Positive,34,TRUE,FALSE
INT0000271,CAR057048,CUST063529,Toyota,Automatic,App Login,Showroom,02-12-2022,4,Negative,121,TRUE,FALSE
INT0000272,CAR052378,CUST021534,Mahindra,Manual,Purchase Inquiry,Showroom,18-10-2021,3,Neutral,86,TRUE,FALSE
INT0000273,CAR087138,CUST048985,Mahindra,Manual,Purchase Inquiry,Web,20-01-2024,2,Positive,35,FALSE,FALSE
INT0000274,CAR050588,CUST068487,Audi,Automatic,Service Visit,Call Center,29-12-2021,2,Positive,205,FALSE,FALSE
INT0000275,CAR014423,CUST024068,BMW,Manual,Feedback Submission,Call Center,07-08-2025,2,Very Negative,136,TRUE,FALSE
INT0000276,CAR098031,CUST066426,Tata,Manual,Feedback Submission,Call Center,17-02-2019,4,Very Positive,108,FALSE,FALSE
INT0000277,CAR098413,CUST051210,Hyundai,Manual,App Login,Mobile App,11-01-2021,3,Very Positive,93,TRUE,FALSE
INT0000278,CAR062600,CUST027708,Toyota,Automatic,Service Visit,Showroom,10-08-2020,1,Neutral,226,TRUE,TRUE
INT0000279,CAR054274,CUST064338,Audi,Manual,App Login,Showroom,12-12-2021,4,Neutral,70,TRUE,FALSE
INT0000280,CAR092022,CUST052566,Toyota,Automatic,Test Drive,Showroom,16-08-2024,4,Negative,183,TRUE,FALSE
INT0000281,CAR066926,CUST010969,Hyundai,Automatic,Purchase Inquiry,Call Center,01-09-2019,1,Negative,212,FALSE,TRUE
INT0000282,CAR041716,CUST051420,Hyundai,Automatic,Insurance Renewal,Web,07-04-2019,4,Very Positive,115,TRUE,TRUE
INT0000283,CAR033500,CUST003376,Toyota,Automatic,Customer Support Call,Showroom,12-12-2025,2,Very Positive,99,TRUE,FALSE
INT0000284,CAR038181,CUST027091,BMW,Manual,Purchase Inquiry,Call Center,30-07-2023,5,Neutral,205,FALSE,FALSE
INT0000285,CAR066701,CUST048874,Hyundai,Manual,Service Visit,Call Center,15-12-2022,3,Very Positive,191,TRUE,FALSE
INT0000286,CAR080531,CUST011977,Honda,Manual,Purchase Inquiry,Showroom,25-07-2025,1,Neutral,36,TRUE,FALSE
INT0000287,CAR089467,CUST043652,Audi,Manual,Test Drive,Showroom,28-09-2021,3,Positive,117,TRUE,TRUE
INT0000288,CAR072557,CUST024274,Toyota,Manual,Feedback Submission,Call Center,10-07-2018,4,Very Positive,134,FALSE,TRUE
INT0000289,CAR003623,CUST068651,Hyundai,Automatic,Service Visit,Mobile App,10-04-2018,4,Neutral,93,TRUE,FALSE
INT0000290,CAR062995,CUST052684,Audi,Manual,Purchase Inquiry,Web,13-09-2020,1,Very Negative,137,TRUE,FALSE
INT0000291,CAR090693,CUST005164,Hyundai,Manual,Test Drive,Showroom,26-07-2024,1,Very Negative,194,TRUE,FALSE
INT0000292,CAR055944,CUST028823,Tata,Manual,Feedback Submission,Call Center,01-08-2020,1,Very Positive,52,FALSE,FALSE
INT0000293,CAR004532,CUST024938,Toyota,Manual,App Login,Showroom,08-05-2025,2,Neutral,232,FALSE,FALSE
INT0000294,CAR071697,CUST018304,Mahindra,Manual,Service Visit,Mobile App,03-02-2019,5,Positive,149,FALSE,TRUE
INT0000295,CAR013544,CUST013338,Audi,Automatic,Purchase Inquiry,Call Center,28-07-2021,5,Very Negative,75,TRUE,TRUE
INT0000296,CAR006505,CUST063910,Audi,Manual,Customer Support Call,Web,24-12-2020,4,Very Negative,30,FALSE,FALSE
INT0000297,CAR054072,CUST023187,Mahindra,Automatic,Purchase Inquiry,Web,03-08-2022,4,Very Negative,222,FALSE,FALSE
INT0000298,CAR028333,CUST056066,Tata,Automatic,Purchase Inquiry,Showroom,19-12-2021,4,Positive,117,FALSE,FALSE
INT0000299,CAR039422,CUST037645,Audi,Automatic,Purchase Inquiry,Web,27-05-2019,1,Neutral,113,TRUE,TRUE
INT0000300,CAR043507,CUST068974,Toyota,Manual,Test Drive,Web,07-05-2023,2,Very Negative,76,TRUE,FALSE
INT0000301,CAR041517,CUST000124,BMW,Manual,Feedback Submission,Call Center,07-12-2018,5,Neutral,225,FALSE,FALSE
INT0000302,CAR022978,CUST052195,Audi,Manual,Service Visit,Showroom,21-10-2021,1,Neutral,73,FALSE,TRUE
INT0000303,CAR054397,CUST004309,Tata,Manual,Insurance Renewal,Web,08-02-2022,1,Negative,188,TRUE,TRUE
INT0000304,CAR054360,CUST063519,Tata,Automatic,Purchase Inquiry,Showroom,28-08-2024,3,Very Positive,46,FALSE,TRUE
INT0000305,CAR065156,CUST038710,BMW,Manual,Insurance Renewal,Mobile App,04-01-2020,1,Very Negative,12,TRUE,FALSE
INT0000306,CAR045709,CUST037931,BMW,Automatic,Test Drive,Mobile App,19-11-2025,3,Neutral,83,FALSE,TRUE
INT0000307,CAR017284,CUST063773,Honda,Manual,App Login,Showroom,05-03-2023,4,Very Positive,196,TRUE,FALSE
INT0000308,CAR003301,CUST036706,Hyundai,Automatic,Insurance Renewal,Call Center,05-04-2023,3,Negative,110,FALSE,TRUE
INT0000309,CAR086145,CUST015041,BMW,Automatic,Customer Support Call,Mobile App,22-01-2019,5,Negative,183,FALSE,TRUE
INT0000310,CAR094955,CUST056908,BMW,Automatic,Purchase Inquiry,Mobile App,24-06-2022,5,Very Negative,108,FALSE,FALSE
INT0000311,CAR028970,CUST033727,Audi,Automatic,Customer Support Call,Web,24-03-2019,3,Negative,95,FALSE,TRUE
INT0000312,CAR056590,CUST051918,BMW,Automatic,Test Drive,Web,19-12-2021,1,Very Positive,67,TRUE,FALSE
INT0000313,CAR082448,CUST050040,Mahindra,Manual,Test Drive,Showroom,29-03-2020,1,Very Positive,111,TRUE,FALSE
INT0000314,CAR058744,CUST052874,Hyundai,Manual,Service Visit,Call Center,09-10-2023,3,Negative,29,TRUE,FALSE
INT0000315,CAR067500,CUST036368,Tata,Manual,App Login,Showroom,07-02-2025,5,Very Negative,172,FALSE,FALSE
INT0000316,CAR069939,CUST032015,Toyota,Manual,Feedback Submission,Web,17-11-2024,2,Neutral,55,FALSE,TRUE
INT0000317,CAR003141,CUST019530,Mahindra,Automatic,Insurance Renewal,Web,26-05-2018,1,Negative,35,TRUE,TRUE
INT0000318,CAR064677,CUST049584,BMW,Automatic,Feedback Submission,Mobile App,17-12-2018,4,Positive,97,FALSE,TRUE
INT0000319,CAR079034,CUST012094,Hyundai,Automatic,App Login,Showroom,08-11-2018,2,Very Positive,143,TRUE,FALSE
INT0000320,CAR003074,CUST053467,Mahindra,Manual,App Login,Mobile App,18-08-2022,5,Neutral,240,FALSE,TRUE
INT0000321,CAR045482,CUST063167,BMW,Manual,Customer Support Call,Mobile App,18-12-2019,5,Very Negative,3,TRUE,FALSE
INT0000322,CAR061096,CUST004359,Toyota,Automatic,Test Drive,Mobile App,06-01-2018,4,Positive,136,TRUE,TRUE
INT0000323,CAR090202,CUST039127,Audi,Manual,Purchase Inquiry,Call Center,10-07-2024,5,Very Negative,164,TRUE,TRUE
INT0000324,CAR002268,CUST008422,Mahindra,Manual,Customer Support Call,Showroom,10-07-2025,1,Positive,40,FALSE,TRUE
INT0000325,CAR065478,CUST032126,BMW,Manual,Purchase Inquiry,Mobile App,09-11-2019,5,Very Positive,20,TRUE,FALSE
INT0000326,CAR007065,CUST039928,Tata,Manual,Customer Support Call,Call Center,26-10-2018,2,Very Negative,205,FALSE,FALSE
INT0000327,CAR084189,CUST018398,Hyundai,Automatic,Purchase Inquiry,Call Center,08-07-2019,2,Very Positive,124,FALSE,FALSE
INT0000328,CAR046206,CUST033506,Toyota,Manual,Test Drive,Call Center,02-04-2023,5,Very Negative,148,TRUE,TRUE
INT0000329,CAR088497,CUST043101,Mahindra,Manual,Test Drive,Call Center,29-10-2018,3,Neutral,150,TRUE,TRUE
INT0000330,CAR060972,CUST036445,Mahindra,Automatic,Service Visit,Call Center,20-04-2018,2,Neutral,138,TRUE,FALSE
INT0000331,CAR072516,CUST042754,Honda,Automatic,Feedback Submission,Mobile App,19-04-2025,2,Very Negative,194,TRUE,FALSE
INT0000332,CAR086476,CUST026515,Honda,Manual,Service Visit,Call Center,25-02-2022,5,Neutral,70,TRUE,FALSE
INT0000333,CAR002676,CUST019722,Toyota,Manual,App Login,Showroom,03-07-2025,3,Very Positive,106,FALSE,FALSE
INT0000334,CAR095449,CUST017115,Hyundai,Manual,Feedback Submission,Web,13-04-2021,2,Negative,182,FALSE,FALSE
INT0000335,CAR027243,CUST028898,Hyundai,Automatic,App Login,Call Center,26-02-2024,2,Positive,85,TRUE,FALSE
INT0000336,CAR057748,CUST012455,Audi,Automatic,Test Drive,Call Center,30-04-2021,4,Neutral,6,TRUE,TRUE
INT0000337,CAR067538,CUST013069,Hyundai,Manual,Customer Support Call,Showroom,29-08-2023,4,Negative,173,FALSE,FALSE
INT0000338,CAR062475,CUST054403,Mahindra,Manual,Insurance Renewal,Web,09-10-2018,1,Negative,204,TRUE,FALSE
INT0000339,CAR020620,CUST015530,Audi,Manual,App Login,Mobile App,23-02-2020,5,Very Positive,89,TRUE,FALSE
INT0000340,CAR098357,CUST013364,BMW,Automatic,Feedback Submission,Showroom,26-06-2019,5,Negative,152,FALSE,TRUE
INT0000341,CAR024264,CUST017320,BMW,Manual,Insurance Renewal,Mobile App,15-06-2021,5,Positive,13,TRUE,FALSE
INT0000342,CAR022382,CUST038128,BMW,Manual,Feedback Submission,Web,09-06-2022,2,Negative,60,TRUE,FALSE
INT0000343,CAR001255,CUST009380,Audi,Automatic,Test Drive,Web,04-07-2022,3,Neutral,27,FALSE,TRUE
INT0000344,CAR078646,CUST035671,Toyota,Manual,App Login,Mobile App,11-04-2025,5,Very Negative,233,TRUE,FALSE
INT0000345,CAR060435,CUST050125,Mahindra,Automatic,Test Drive,Call Center,21-12-2019,2,Negative,142,FALSE,FALSE
INT0000346,CAR094737,CUST067191,Honda,Manual,App Login,Mobile App,09-07-2024,5,Very Positive,1,FALSE,FALSE
INT0000347,CAR007189,CUST043157,Honda,Manual,Customer Support Call,Web,29-05-2021,4,Very Negative,153,FALSE,FALSE
INT0000348,CAR085111,CUST066358,Tata,Manual,Purchase Inquiry,Web,15-10-2023,1,Negative,218,TRUE,FALSE
INT0000349,CAR078137,CUST035432,Toyota,Automatic,Purchase Inquiry,Mobile App,28-06-2018,2,Positive,13,TRUE,FALSE
INT0000350,CAR021468,CUST038109,Honda,Automatic,Service Visit,Showroom,03-02-2026,3,Very Negative,63,FALSE,TRUE
INT0000351,CAR028279,CUST038050,Audi,Manual,Feedback Submission,Call Center,26-10-2025,1,Very Negative,75,TRUE,TRUE
INT0000352,CAR015551,CUST020893,Hyundai,Manual,App Login,Web,25-09-2018,1,Negative,143,FALSE,TRUE
INT0000353,CAR079623,CUST024744,BMW,Manual,Feedback Submission,Mobile App,10-07-2021,1,Negative,16,TRUE,FALSE
INT0000354,CAR028151,CUST012116,Mahindra,Automatic,Test Drive,Showroom,13-02-2020,5,Negative,110,TRUE,TRUE
INT0000355,CAR018131,CUST019107,BMW,Automatic,Insurance Renewal,Web,15-02-2025,5,Neutral,172,TRUE,TRUE
INT0000356,CAR002139,CUST005256,Tata,Automatic,App Login,Showroom,05-02-2024,3,Negative,114,TRUE,FALSE
INT0000357,CAR004498,CUST020678,Mahindra,Automatic,App Login,Showroom,20-04-2019,2,Very Negative,30,TRUE,FALSE
INT0000358,CAR002850,CUST026628,Toyota,Manual,Purchase Inquiry,Mobile App,24-11-2019,5,Very Positive,17,TRUE,TRUE
INT0000359,CAR033218,CUST049229,Tata,Manual,Purchase Inquiry,Call Center,19-05-2019,4,Positive,36,TRUE,FALSE
INT0000360,CAR099258,CUST057188,Audi,Manual,App Login,Mobile App,25-11-2024,2,Very Negative,238,TRUE,FALSE
INT0000361,CAR081778,CUST015532,Mahindra,Manual,Purchase Inquiry,Call Center,20-01-2024,2,Very Negative,133,TRUE,FALSE
INT0000362,CAR017141,CUST008233,Tata,Automatic,Test Drive,Web,14-04-2022,2,Positive,211,FALSE,FALSE
INT0000363,CAR016473,CUST035207,Honda,Manual,Feedback Submission,Showroom,13-04-2019,3,Very Negative,47,TRUE,TRUE
INT0000364,CAR010933,CUST042044,Toyota,Manual,Purchase Inquiry,Mobile App,17-09-2018,5,Neutral,227,FALSE,FALSE
INT0000365,CAR017984,CUST046781,Tata,Automatic,Service Visit,Call Center,11-10-2022,5,Negative,104,TRUE,TRUE
INT0000366,CAR098373,CUST056291,Honda,Manual,Test Drive,Showroom,16-03-2024,4,Neutral,233,FALSE,FALSE
INT0000367,CAR059948,CUST065205,Honda,Manual,Purchase Inquiry,Call Center,08-08-2023,4,Neutral,130,FALSE,TRUE
INT0000368,CAR033265,CUST050459,Tata,Manual,Insurance Renewal,Call Center,27-01-2021,1,Positive,112,FALSE,TRUE
INT0000369,CAR089373,CUST044109,Honda,Manual,App Login,Web,17-08-2020,1,Negative,116,TRUE,TRUE
INT0000370,CAR010402,CUST010490,Toyota,Manual,Feedback Submission,Web,09-02-2018,2,Very Negative,127,FALSE,FALSE
INT0000371,CAR024886,CUST020824,Tata,Automatic,Insurance Renewal,Mobile App,08-12-2022,3,Very Positive,166,TRUE,TRUE
INT0000372,CAR074980,CUST050125,Honda,Manual,App Login,Web,21-06-2020,2,Negative,67,FALSE,FALSE
INT0000373,CAR016917,CUST059063,Hyundai,Automatic,Feedback Submission,Showroom,13-08-2022,2,Very Positive,13,TRUE,TRUE
INT0000374,CAR036640,CUST007776,Mahindra,Manual,Insurance Renewal,Mobile App,11-09-2018,2,Negative,53,TRUE,TRUE
INT0000375,CAR041694,CUST049090,Mahindra,Manual,Service Visit,Call Center,25-09-2021,4,Positive,168,TRUE,TRUE
INT0000376,CAR058911,CUST017119,Audi,Automatic,Service Visit,Web,30-05-2023,1,Neutral,192,FALSE,TRUE
INT0000377,CAR077467,CUST014350,Honda,Automatic,Insurance Renewal,Web,01-09-2020,3,Negative,230,TRUE,FALSE
INT0000378,CAR078574,CUST022076,Tata,Automatic,Insurance Renewal,Mobile App,12-04-2020,3,Neutral,225,TRUE,TRUE
INT0000379,CAR074027,CUST010823,Tata,Manual,Purchase Inquiry,Call Center,18-03-2025,5,Positive,71,TRUE,FALSE
INT0000380,CAR031645,CUST029871,Honda,Automatic,Customer Support Call,Web,09-02-2025,1,Neutral,61,TRUE,FALSE
INT0000381,CAR078879,CUST022979,Audi,Automatic,Service Visit,Call Center,06-02-2024,4,Negative,115,TRUE,TRUE
INT0000382,CAR021329,CUST022987,Hyundai,Manual,Feedback Submission,Showroom,09-07-2023,2,Positive,13,FALSE,TRUE
INT0000383,CAR077912,CUST028237,Mahindra,Automatic,Service Visit,Showroom,09-11-2022,3,Very Positive,188,FALSE,TRUE
INT0000384,CAR061217,CUST001229,Tata,Manual,Service Visit,Call Center,15-12-2022,3,Positive,133,TRUE,TRUE
INT0000385,CAR026116,CUST065917,Audi,Manual,Purchase Inquiry,Mobile App,22-10-2019,2,Neutral,18,TRUE,TRUE
INT0000386,CAR098529,CUST064454,Mahindra,Manual,Insurance Renewal,Web,07-03-2025,4,Positive,199,TRUE,TRUE
INT0000387,CAR042204,CUST058118,Hyundai,Manual,Feedback Submission,Mobile App,27-08-2021,3,Negative,158,TRUE,TRUE
INT0000388,CAR037050,CUST065827,Mahindra,Automatic,Service Visit,Call Center,20-12-2020,2,Very Positive,48,FALSE,TRUE
INT0000389,CAR084866,CUST048843,Toyota,Manual,Insurance Renewal,Mobile App,19-10-2024,2,Neutral,95,FALSE,FALSE
INT0000390,CAR030383,CUST004101,Hyundai,Automatic,Service Visit,Web,03-06-2022,3,Neutral,32,TRUE,FALSE
INT0000391,CAR028296,CUST057337,Hyundai,Manual,Service Visit,Showroom,14-05-2021,4,Positive,175,FALSE,FALSE
INT0000392,CAR056727,CUST017415,Hyundai,Automatic,Purchase Inquiry,Call Center,22-09-2019,4,Very Negative,231,FALSE,FALSE
INT0000393,CAR005556,CUST015220,Hyundai,Manual,Customer Support Call,Mobile App,06-01-2018,4,Very Negative,240,FALSE,FALSE
INT0000394,CAR074260,CUST004556,Toyota,Manual,Purchase Inquiry,Showroom,03-10-2018,1,Positive,82,FALSE,FALSE
INT0000395,CAR060886,CUST063396,Tata,Automatic,App Login,Mobile App,06-06-2021,5,Very Positive,172,FALSE,FALSE
INT0000396,CAR018668,CUST037729,Mahindra,Automatic,Service Visit,Web,05-10-2022,5,Very Positive,30,FALSE,FALSE
INT0000397,CAR045976,CUST006353,Honda,Manual,App Login,Call Center,26-10-2019,4,Neutral,26,FALSE,TRUE
INT0000398,CAR003903,CUST054389,Tata,Manual,Customer Support Call,Showroom,09-11-2025,2,Neutral,75,TRUE,FALSE
INT0000399,CAR046692,CUST062164,Honda,Manual,Test Drive,Showroom,03-05-2020,1,Positive,171,TRUE,TRUE
INT0000400,CAR037771,CUST035669,Audi,Manual,Insurance Renewal,Call Center,01-07-2024,1,Negative,19,FALSE,TRUE
INT0000401,CAR096083,CUST056391,BMW,Automatic,Purchase Inquiry,Showroom,19-05-2022,1,Very Positive,222,TRUE,FALSE
INT0000402,CAR013717,CUST034092,Tata,Manual,App Login,Web,12-11-2020,3,Positive,183,TRUE,FALSE
INT0000403,CAR042575,CUST067905,Tata,Automatic,Service Visit,Call Center,03-07-2018,1,Negative,151,FALSE,FALSE
INT0000404,CAR085999,CUST015714,Tata,Automatic,App Login,Call Center,21-05-2022,5,Very Positive,66,FALSE,FALSE
INT0000405,CAR046889,CUST057357,Audi,Manual,App Login,Showroom,16-04-2022,3,Negative,119,TRUE,TRUE
INT0000406,CAR043936,CUST013717,Tata,Automatic,Insurance Renewal,Mobile App,25-02-2021,3,Negative,11,TRUE,TRUE
INT0000407,CAR056471,CUST023728,Mahindra,Automatic,Test Drive,Mobile App,25-02-2019,5,Positive,120,FALSE,FALSE
INT0000408,CAR014774,CUST022150,Tata,Automatic,App Login,Showroom,20-08-2018,3,Positive,84,FALSE,FALSE
